baryon_fraction,scale_radius_over_rs,final_black_hole_mass_msun,accreted_dark_matter_msun,dark_growth_enhancement,peak_accretion_rate_msun_myr,final_accretion_rate_msun_myr
0.01,0.001,759.6674048318877,659.6674048318877,29.818665903739788,379.2634312399632,282.17655746023485
0.01,0.01,371.66704472727616,271.66704472727616,12.280050195663994,233.60897231943355,233.60897231943355
0.01,0.1,119.53619921891683,19.536199218916835,0.8830865270450053,57.65183044137108,3.7102269855544594
0.05,0.001,1457.0351723293743,1357.0351723293743,61.34148531050404,816.1458928158983,519.7356357375166
0.05,0.01,763.5636507410528,663.5636507410528,29.9947862549853,971.4607027305503,971.4607027305503
0.05,0.1,115.56828655383158,15.568286553831584,0.7037266538289755,47.831598825179114,6.859924284147909
0.16,0.001,2295.581521304299,2195.581521304299,99.2459402551231,1428.8635829788077,682.9997098887814
0.16,0.01,1025.4220395766315,925.4220395766315,41.83145993870262,1547.1265920591393,1547.1265920591393
0.16,0.1,111.14822892751924,11.148228927519241,0.5039286637071604,38.938312458139215,8.026130371197867
