task_id,matrix,case_type,halo_mass_msun,baryon_fraction,supply_radius_pc,predicted_time_myr,assembly_multiplier,assembly_time_myr,accreted_dark_matter_msun,final_black_hole_mass_msun,peak_accretion_rate_msun_myr,steps,elapsed_seconds,mass_budget_residual_code,cells,r_max_pc,nfw_scale_radius_pc,nfw_concentration,enhancement_over_matched_control,quadratic_peak_bracketed,quadratic_peak_multiplier,quadratic_peak_time_myr
1,base,baryon,1000000.0,0.01,1.0751648436208394,0.5641081809162258,0.0,0.0,506.5133706117084,606.5133706117084,406.27183708007135,892140,35.77422242902685,3.8191672047105385e-14,256,5000.0,30.0,3.9200662204075956,22.895709054923994,False,0.0,0.0
3,refinement,refinement,1000000.0,0.05,1.0751648436208394,0.5641081809162258,1.25,0.7051352261452823,1276.1138270465785,1376.1138270465785,1642.131752154113,1131498,36.410165940993465,3.623767952376511e-13,256,5000.0,30.0,3.9200662204075956,57.68363206234516,True,1.1972557841355327,0.6753817824801249
12,base,baryon,1000000.0,0.16,1.0751648436208394,0.5641081809162258,2.0,1.1282163618324517,2005.0540036130715,2105.0540036130715,2860.363328510124,1376347,37.70607573800953,3.5704772471945034e-13,256,5000.0,30.0,3.9200662204075956,90.63360568486884,True,1.9842386461759303,1.1193252531979787
15,base,baryon,10000000.0,0.01,2.3003306364458274,0.5936172039255486,0.5,0.2968086019627743,365.8093753864296,465.8093753864296,368.85269437491837,871624,25.303738579968922,5.417888360170764e-14,270,10772.173450159418,64.63304070095651,3.9200662204075956,23.83650942543197,True,0.46611926297908535,0.27669641358548214
10,refinement,refinement,10000000.0,0.05,2.3003306364458274,0.5936172039255486,1.25,0.7420215049069357,689.3146920946687,789.3146920946687,805.6293713949905,1234637,34.59490341111086,1.1546319456101628e-13,270,10772.173450159418,64.63304070095651,3.9200662204075956,44.91644353796635,True,1.2422460406407057,0.7374186212327192
25,base,baryon,10000000.0,0.16,2.3003306364458274,0.5936172039255486,2.0,1.1872344078510972,1247.2116055487486,1347.2116055487486,1534.1194830671736,1743839,50.516440844978206,8.233413950620161e-13,270,10772.173450159418,64.63304070095651,3.9200662204075956,81.26957150774474,True,2.0803931711452552,1.2349571773210517
28,base,baryon,100000000.0,0.01,4.924963702897868,0.5951686768330706,0.5,0.2975843384165353,168.8942911787559,268.8942911787559,190.14003838879802,1103704,33.801138783979695,5.417888360170764e-14,284,23207.944168063892,139.24766500838336,3.9200662204075956,9.382938266734161,True,0.380382799927405,0.22639192772285224
16,refinement,refinement,100000000.0,0.05,4.924963702897868,0.5951686768330706,0.75,0.44637650762480297,412.2763206673699,512.2763206673699,306.1933204015463,2017273,59.18890674598515,1.0258460747536446e-12,284,23207.944168063892,139.24766500838336,3.9200662204075956,22.904049856628927,True,0.8694914119096964,0.5174940531440124
18,refinement,refinement,100000000.0,0.16,4.924963702897868,0.5951686768330706,1.5,0.8927530152496059,956.4266945615514,1056.4266945615514,610.1965474750677,3094304,90.56284991896246,9.681144774731365e-13,284,23207.944168063892,139.24766500838336,3.9200662204075956,53.134375170973435,True,1.5858022679494244,0.9438198375343414
