task_id,design,axis,axis_value,model_label,cross_section_model,sigma0_over_m_cm2_g,velocity_scale_km_s,halo_mass_msun,halo_redshift,halo_concentration,black_hole_seed_msun,scale_radius_over_rs,assembly_time_myr,initial_dynamical_time_myr,assembly_over_dynamical_time,r_min_over_reference_influence,cells,final_black_hole_mass_msun,growth_factor,reaches_1e7,time_to_1e7_msun_myr,dark_fraction_of_growth,initial_inner_lmfp_effective_sigma_cm2_g,final_inner_lmfp_effective_sigma_cm2_g,initial_inner_smfp_effective_sigma_cm2_g,final_inner_smfp_effective_sigma_cm2_g,mass_budget_residual_code,steps
75,latin_hypercube,joint,47.0,constant_sigma1,constant,1.0,0.0,5256307022.907926,28.97517152017864,10.696437068375301,18066.930255091775,0.023919209960850035,1.0943562537894043,0.38928235779951215,2.8112146154669015,0.20833333333333334,287,22661.13910241615,1.254288292612941,False,nan,0.9902886525963548,1.0,1.0,1.0,1.0,2.752464922650688e-12,11640985
76,latin_hypercube,joint,48.0,constant_sigma1,constant,1.0,0.0,966157313.6495942,22.873107326009148,5.097834719231581,189.02400686701475,0.005694743231226976,0.3028171196392691,0.6199990540439174,0.48841545428844985,0.20833333333333334,255,192.8398904191672,1.0201872958646838,False,nan,0.9988437920962807,1.0,1.0,1.0,1.0,2.6934010577406298e-12,6217832
77,latin_hypercube,joint,49.0,constant_sigma1,constant,1.0,0.0,1413544973.1163852,25.32870649736666,5.756657831815194,710.1977222022729,0.017298079620604517,1.3245881577426883,0.8177699094574423,1.6197565383904864,0.20833333333333334,262,741.809776560783,1.0445116245381405,False,nan,0.9985149802913786,1.0,1.0,1.0,1.0,2.34035013590983e-13,1944226
78,latin_hypercube,joint,50.0,constant_sigma1,constant,1.0,0.0,8183790324.966359,16.984272998611665,10.053446086238012,4627.03323845578,0.006557880285269896,0.43534053473941237,0.43524568536531383,1.0002179214574383,0.20833333333333334,295,5071.126761029334,1.09597802732054,False,nan,0.9934342628930337,1.0,1.0,1.0,1.0,6.586731160496129e-12,25471085
79,latin_hypercube,joint,51.0,constant_sigma1,constant,1.0,0.0,8994073190.742374,20.197243492110662,7.283077231030182,466.4605919394518,0.017937151741511902,1.0055029117100585,0.8775862363621828,1.1457596644611505,0.20833333333333334,297,482.2896915187865,1.03393448418337,False,nan,0.9985884177805285,1.0,1.0,1.0,1.0,6.492584248007915e-13,8923464
80,latin_hypercube,joint,52.0,constant_sigma1,constant,1.0,0.0,2861576085.2091026,27.713627267163435,4.557730801099044,103.64113284136722,0.007991552446946971,0.9447842208083518,0.6087763544581467,1.5519397458353577,0.20833333333333334,275,105.26545721247514,1.0156725841041714,False,nan,0.9993314385428168,1.0,1.0,1.0,1.0,6.838973831690964e-13,8399498
81,latin_hypercube,joint,53.0,constant_sigma1,constant,1.0,0.0,6400033223.363182,27.152359879412884,4.820072340607635,2415.763337966562,0.010690023086095115,0.5647190974699453,0.6900731960073951,0.8183466634224893,0.20833333333333334,290,2574.7738803535476,1.0658220695247533,False,nan,0.9954331684122938,1.0,1.0,1.0,1.0,7.367439991412539e-13,11251563
82,latin_hypercube,joint,54.0,constant_sigma1,constant,1.0,0.0,2677266821.0159945,17.727048529941154,6.023703011648516,118.54505284302822,0.014423729720082384,0.34993809095010886,1.1648337367247341,0.30041891809732496,0.20833333333333334,274,120.40530182870837,1.0156923375633686,False,nan,0.9990875491671554,1.0,1.0,1.0,1.0,1.1235457009206584e-13,2468755
83,latin_hypercube,joint,55.0,constant_sigma1,constant,1.0,0.0,213382668.31095725,17.20155161260713,7.952930142634812,896.4629185858363,0.005606873507446464,1.6002695908768687,0.5522381114910151,2.897789119545229,0.20833333333333334,227,947.2877149759197,1.0566948117276944,False,nan,0.9986407874778731,1.0,1.0,1.0,1.0,5.684341886080802e-14,608661
84,latin_hypercube,joint,56.0,constant_sigma1,constant,1.0,0.0,4149602278.296378,29.976472349156353,9.770111832743778,10405.124238480943,0.026632664355171528,1.2715879804594599,0.44229974095522334,2.874946247341778,0.20833333333333334,282,12237.671472368824,1.176119687942853,False,nan,0.9931343611001837,1.0,1.0,1.0,1.0,3.064215547965432e-13,7780936
85,latin_hypercube,joint,57.0,constant_sigma1,constant,1.0,0.0,2094694929.1385748,22.359290343318172,10.584404783206537,35629.22814420115,0.00721667838727271,1.6937901813265581,0.2882553165321564,5.876006734944668,0.20833333333333334,270,62474.10962940748,1.7534511097618453,False,nan,0.98980893578086,1.0,1.0,1.0,1.0,1.0802914118812623e-11,18725523
86,latin_hypercube,joint,58.0,constant_sigma1,constant,1.0,0.0,915829176.116028,26.8374356259621,10.956875608884282,76227.02740580199,0.038266009122837966,1.0499821691859914,0.5675135279820419,1.8501447409007252,0.20833333333333334,254,17173920.250578884,225.2996192433407,True,1.6300000000000001,0.9914896696855131,1.0,1.0,1.0,1.0,2.2302160118670145e-12,7524212
87,latin_hypercube,joint,59.0,constant_sigma1,constant,1.0,0.0,811222984.4207741,21.680144057364267,5.691395415031782,21781.725793612957,0.010940289796213216,0.9644909478827778,0.7960023074244068,1.2116685327251664,0.20833333333333334,252,35047.72026295882,1.6090423961372171,False,nan,0.9916233929271029,1.0,1.0,1.0,1.0,1.1115552922547067e-12,3772915
88,latin_hypercube,joint,60.0,constant_sigma1,constant,1.0,0.0,3343372104.003628,23.599137000762532,9.056748358665686,13409.05824822093,0.02827938389710879,1.5720029633945847,0.7113744680252442,2.2098107734431647,0.20833333333333334,278,15955.000186071087,1.189867318846791,False,nan,0.9926041978473631,1.0,1.0,1.0,1.0,3.1175062531474396e-13,3908904
89,latin_hypercube,joint,61.0,constant_sigma1,constant,1.0,0.0,587246984.97561,28.40907626036891,5.974631222818911,861.165012368047,0.03658888862592026,1.5383144911800795,1.0517849045810552,1.4625751752853096,0.20833333333333334,246,901.8896249104778,1.0472901383097828,False,nan,0.9984373527991603,1.0,1.0,1.0,1.0,3.108624468950438e-14,598390
90,latin_hypercube,joint,62.0,constant_sigma1,constant,1.0,0.0,329904117.09611917,23.333510980919435,5.274739199303883,2618.7048779265697,0.011823398828005068,0.7001652887223236,0.818770592991053,0.8551422030981205,0.20833333333333334,235,3001.6344376892116,1.1462286044488665,False,nan,0.9975223678301169,1.0,1.0,1.0,1.0,1.9539925233402755e-13,1414103
91,latin_hypercube,joint,63.0,constant_sigma1,constant,1.0,0.0,1876143393.228209,21.824938209599097,11.527472581861566,5759.670552065668,0.03148383213797387,1.090006071506341,0.6338615122990519,1.7196281054402986,0.20833333333333334,268,6616.148095318145,1.1487025230888088,False,nan,0.9954114250706777,1.0,1.0,1.0,1.0,2.9665159217984183e-13,2603392
92,main_effect,baseline,0.0,vd_low_transport,rutherford,30.0,10.0,1000000000.0,30.0,8.0,100000.0,0.02,1.25,0.4701314950984624,2.658830588957256,0.20833333333333334,256,2638472.928075473,26.38472928075473,False,nan,0.9846015714180822,0.001960985390343084,8.625928823693825e-06,0.0008260244452321973,3.3177496889123886e-06,5.373479439185758e-13,5927524
93,main_effect,halo_mass_msun,100000000.0,vd_low_transport,rutherford,30.0,10.0,100000000.0,30.0,8.0,100000.0,0.02,1.25,0.4460527007069999,2.802359447703673,0.20833333333333334,213,183868.21939038674,1.8386821939038676,False,nan,0.976883648126201,0.025793595184026553,0.0002768749395892533,0.011825043306982036,0.00011179031883957567,3.2862601528904634e-14,484899
94,main_effect,halo_mass_msun,300000000.0,vd_low_transport,rutherford,30.0,10.0,300000000.0,30.0,8.0,100000.0,0.02,1.25,0.4635165422742499,2.6967753812342035,0.20833333333333334,234,1801337.145483618,18.01337145483618,False,nan,0.9829260662577601,0.007720661493761599,5.287270625526978e-05,0.003384479526929165,2.0791158251225625e-05,9.592326932761353e-14,1632595
95,main_effect,halo_mass_msun,3000000000.0,vd_low_transport,rutherford,30.0,10.0,3000000000.0,30.0,8.0,100000.0,0.02,1.25,0.4720741072366319,2.647889347960838,0.20833333333333334,276,2361791.2769926107,23.617912769926107,False,nan,0.9861300250428194,0.0005429122207998699,3.1180207378529175e-06,0.00022206934785477908,1.1872087515129108e-06,7.984723993104126e-13,15944126
96,main_effect,halo_mass_msun,10000000000.0,vd_low_transport,rutherford,30.0,10.0,10000000000.0,30.0,8.0,100000.0,0.02,1.25,0.4727597322421786,2.6440492172875416,0.20833333333333334,299,708739.850232887,7.0873985023288695,False,nan,0.984424692351322,0.00012918300728411255,4.172114489337432e-06,5.148277991225153e-05,1.592935949990001e-06,2.162714451969805e-12,35539596
97,main_effect,halo_redshift,15.0,vd_low_transport,rutherford,30.0,10.0,1000000000.0,15.0,8.0,100000.0,0.02,1.25,1.2676008115224375,0.9861148625320788,0.20833333333333334,256,177158.16325758307,1.7715816325758307,False,nan,0.9744967145698352,0.006100473170588653,0.00017239451289253875,0.002654000765803557,6.903051087293069e-05,2.353672812205332e-13,1311199
98,main_effect,halo_redshift,20.0,vd_low_transport,rutherford,30.0,10.0,1000000000.0,20.0,8.0,100000.0,0.02,1.25,0.843136347834023,1.4825597345093593,0.20833333333333334,256,1170325.08370091,11.703250837009099,False,nan,0.9868686683006513,0.003838734268338545,5.283799208435448e-05,0.0016468217885746762,2.0777317267301716e-05,2.993161274389422e-13,2408523
99,main_effect,halo_redshift,25.0,vd_low_transport,rutherford,30.0,10.0,1000000000.0,25.0,8.0,100000.0,0.02,1.25,0.6120555640759183,2.042298237885069,0.20833333333333334,256,1862740.6128104522,18.62740612810452,False,nan,0.9844383710719535,0.0026589564058427406,1.9615072801640585e-05,0.0011290377720118247,7.614884301738873e-06,2.0161650127192843e-13,3954011
100,main_effect,halo_concentration,4.0,vd_low_transport,rutherford,30.0,10.0,1000000000.0,30.0,4.0,100000.0,0.02,1.25,1.0483807455636656,1.192314915444134,0.20833333333333334,256,625673.3687626632,6.256733687626632,False,nan,0.9838133007895586,0.0019633949537430717,0.00011818633512254229,0.0008270654135044268,4.703353081959823e-05,1.8696155734687636e-13,3374395
101,main_effect,halo_concentration,6.0,vd_low_transport,rutherford,30.0,10.0,1000000000.0,30.0,6.0,100000.0,0.02,1.25,0.6609746672043245,1.8911466082157615,0.20833333333333334,256,1468646.2959424804,14.686462959424805,False,nan,0.984340457477576,0.0019622887159333508,2.5425290251711823e-05,0.0008265874970604122,9.901890029901352e-06,2.722266856380884e-13,4613790
102,main_effect,halo_concentration,10.0,vd_low_transport,rutherford,30.0,10.0,1000000000.0,30.0,10.0,100000.0,0.02,1.25,0.35854597483757167,3.486303257389166,0.20833333333333334,256,4015148.774182277,40.15148774182277,False,nan,0.9845722718673084,0.0019595049535878397,3.946690578545597e-06,0.0008253848929801481,1.5060651979991585e-06,6.759037773917953e-13,7192112
103,main_effect,halo_concentration,12.0,vd_low_transport,rutherford,30.0,10.0,1000000000.0,30.0,12.0,100000.0,0.02,1.25,0.28622768816469063,4.3671526259918325,0.20833333333333334,256,5536172.528304674,55.36172528304674,False,nan,0.984500600210437,0.0019578620340506936,2.1670536875191852e-06,0.0008246751647943297,8.224138832815086e-07,4.076738946423575e-13,8377812
104,main_effect,black_hole_seed_msun,100.0,vd_low_transport,rutherford,30.0,10.0,1000000000.0,30.0,8.0,100.0,0.02,1.25,0.4730515371337043,2.6424182184756275,0.20833333333333334,256,101.34893888031225,1.0134893888031224,False,nan,0.999328299043723,7.599416985817614,2.4636752797547693e-05,5.602995125559645,9.591032401003999e-06,1.438849039914203e-13,2666971
105,main_effect,black_hole_seed_msun,1000.0,vd_low_transport,rutherford,30.0,10.0,1000000000.0,30.0,8.0,1000.0,0.02,1.25,0.47302498708575064,2.6425665326922747,0.20833333333333334,256,1052.5735737840357,1.0525735737840358,False,nan,0.9981501586577577,1.7200929868200243,2.198392415491469e-05,1.0459077484163828,8.54629663096554e-06,1.794120407794253e-13,2816006
106,main_effect,black_hole_seed_msun,10000.0,vd_low_transport,rutherford,30.0,10.0,1000000000.0,30.0,8.0,10000.0,0.02,1.25,0.4727597322421786,2.6440492172875416,0.20833333333333334,256,15230.255575001847,1.5230255575001848,False,nan,0.9962410570234934,0.08603403220068791,1.1780675075000548e-05,0.04174883855072591,4.546559295783864e-06,1.6182610806936282e-12,4234248
107,main_effect,black_hole_seed_msun,20000.0,vd_low_transport,rutherford,30.0,10.0,1000000000.0,30.0,8.0,20000.0,0.02,1.25,0.47246552735997954,2.6456956700834677,0.20833333333333334,256,41456.281959594045,2.0728140979797023,False,nan,0.9935343436160641,0.02908738364262264,1.008264341168617e-05,0.013402860499902353,3.8845645293395065e-06,7.274181257344026e-13,4976978
108,main_effect,black_hole_seed_msun,30000.0,vd_low_transport,rutherford,30.0,10.0,1000000000.0,30.0,8.0,30000.0,0.02,1.25,0.4721718710582688,2.647341098906213,0.20833333333333334,256,73439.64426073009,2.4479881420243363,False,nan,0.9906477453348356,0.015047551119792096,9.702417271888769e-06,0.006753053341962956,3.736512946264729e-06,5.6754601018838e-13,5243087
109,main_effect,black_hole_seed_msun,40000.0,vd_low_transport,rutherford,30.0,10.0,1000000000.0,30.0,8.0,40000.0,0.02,1.25,0.47187876163433856,2.6489855056639144,0.20833333333333334,256,107508.14671415297,2.687703667853824,False,nan,0.9878977204001625,0.00934028044620898,9.496936959938267e-06,0.004120741354779,3.656533204716145e-06,2.9309887850104133e-13,5398979
110,main_effect,scale_radius_over_rs,0.005,vd_low_transport,rutherford,30.0,10.0,1000000000.0,30.0,8.0,100000.0,0.005,1.25,0.23456081450149624,5.329108370707957,0.20833333333333334,256,183732.3402834087,1.837323402834087,False,nan,0.9717152262204587,0.001960985390343084,1.5541303787577683e-06,0.0008260244452321973,5.881157455091898e-07,5.808686864838819e-13,7926292
111,main_effect,scale_radius_over_rs,0.01,vd_low_transport,rutherford,30.0,10.0,1000000000.0,30.0,8.0,100000.0,0.01,1.25,0.31180805870254225,4.00887650306842,0.20833333333333334,256,3372877.126899457,33.72877126899457,False,nan,0.9831478080081902,0.001960985390343084,3.292052671413427e-06,0.0008260244452321973,1.254105233742645e-06,5.355715870791755e-13,7154332
112,main_effect,scale_radius_over_rs,0.04,vd_low_transport,rutherford,30.0,10.0,1000000000.0,30.0,8.0,100000.0,0.04,1.25,0.7289531176568492,1.714787919445364,0.20833333333333334,256,1302087.3103256053,13.020873103256053,False,nan,0.9847794669080739,0.001960985390343084,4.1076460003636525e-05,0.0008260244452321973,1.609683254688465e-05,1.580957587066223e-13,4272403
113,main_effect,scale_radius_over_rs,0.08,vd_low_transport,rutherford,30.0,10.0,1000000000.0,30.0,8.0,100000.0,0.08,1.25,0.8489391763851156,1.472425863679244,0.20833333333333334,256,507135.1255002707,5.071351255002707,False,nan,0.9824462497070422,0.001960985390343084,0.0002703760570256709,0.0008260244452321973,0.00010911924083231446,1.509903313490213e-13,3116878
114,main_effect,assembly_time_myr,0.25,vd_low_transport,rutherford,30.0,10.0,1000000000.0,30.0,8.0,100000.0,0.02,0.25,0.4701314950984624,0.5317661177914511,0.20833333333333334,256,171088.1965688306,1.710881965688306,False,nan,0.9641224119797172,0.001960985390343084,1.902176217717073e-05,0.0008260244452321973,7.381835958313863e-06,5.950795411990839e-14,5332539
115,main_effect,assembly_time_myr,0.5,vd_low_transport,rutherford,30.0,10.0,1000000000.0,30.0,8.0,100000.0,0.02,0.5,0.4701314950984624,1.0635322355829022,0.20833333333333334,256,2147348.968487309,21.473489684873087,False,nan,0.9860456403320401,0.001960985390343084,1.1533994975315101e-05,0.0008260244452321973,4.4503093494305616e-06,2.3003821070233244e-13,6050445
116,main_effect,assembly_time_myr,0.75,vd_low_transport,rutherford,30.0,10.0,1000000000.0,30.0,8.0,100000.0,0.02,0.75,0.4701314950984624,1.5952983533743534,0.20833333333333334,256,2510050.2332964307,25.100502332964307,False,nan,0.9824818814502255,0.001960985390343084,9.265504327564694e-06,0.0008260244452321973,3.5664775220196042e-06,3.064215547965432e-13,6230760
117,main_effect,assembly_time_myr,1.0,vd_low_transport,rutherford,30.0,10.0,1000000000.0,30.0,8.0,100000.0,0.02,1.0,0.4701314950984624,2.1270644711658044,0.20833333333333334,256,2648503.7412402015,26.485037412402015,False,nan,0.9835070868439711,0.001960985390343084,8.57588106924213e-06,0.0008260244452321973,3.29829563423489e-06,4.600764214046649e-13,6143377
118,main_effect,assembly_time_myr,1.5,vd_low_transport,rutherford,30.0,10.0,1000000000.0,30.0,8.0,100000.0,0.02,1.5,0.4701314950984624,3.190596706748707,0.20833333333333334,256,2528772.7348723616,25.287727348723617,False,nan,0.9855706842076957,0.001960985390343084,9.174843856821502e-06,0.0008260244452321973,3.531206976435755e-06,5.515587986337778e-13,5652621
119,main_effect,assembly_time_myr,1.75,vd_low_transport,rutherford,30.0,10.0,1000000000.0,30.0,8.0,100000.0,0.02,1.75,0.4701314950984624,3.722362824540158,0.20833333333333334,256,2357773.640596183,23.57773640596183,False,nan,0.9863964765024198,0.001960985390343084,1.0144504866899502e-05,0.0008260244452321973,3.908658629531029e-06,4.4497738826976274e-13,5360285
120,latin_hypercube,joint,0.0,vd_low_transport,rutherford,30.0,10.0,363986311.1441286,17.45054101270017,7.731458952345833,5189.671060060451,0.021466365331530575,0.34212100129501,1.1184047088360987,0.3059008949014963,0.20833333333333334,237,5878.337715495126,1.1326994808466055,False,nan,0.9942120929729604,1.0920714907703024,0.0009334083154789859,0.6347950259373718,0.00038624715863010394,2.3092638912203256e-14,422750
121,latin_hypercube,joint,1.0,vd_low_transport,rutherford,30.0,10.0,251807452.8061012,18.964906236544167,11.420421989215692,387.43856700919684,0.07827918692926719,0.5369206997141529,1.0661433688133646,0.5036102229963261,0.20833333333333334,230,393.855984361648,1.0165637029942318,False,nan,0.9973211338506626,6.6860487922880205,0.008671256724453461,4.83091273880093,0.0038159375530679874,1.5987211554602254e-14,177220
122,latin_hypercube,joint,2.0,vd_low_transport,rutherford,30.0,10.0,7300072597.978582,19.550738870083315,11.022119754494526,7259.258422489268,0.029606525691442336,1.3608066261268874,0.7542378187360068,1.8042142575234452,0.20833333333333334,293,8359.678447519094,1.151588490309246,False,nan,0.9946576828267464,0.03423292319890404,4.2681185021142084e-05,0.015885713991338708,1.6734310215484044e-05,2.2808421817899216e-12,6497075
123,latin_hypercube,joint,3.0,vd_low_transport,rutherford,30.0,10.0,3495812758.551744,22.11810369684752,11.14867704832373,1152.5527728723223,0.019046690701619864,0.4390903281412285,0.47660418204596977,0.9212892892720715,0.20833333333333334,279,1205.510734625024,1.0459484051395955,False,nan,0.9968722676063213,0.8115645211298506,4.059383070194321e-05,0.4592494535704419,1.5905182510221784e-05,3.135269821541442e-13,5440537
124,latin_hypercube,joint,4.0,vd_low_transport,rutherford,30.0,10.0,727920048.1819899,18.12362802015318,10.32921357912742,64763.56789132588,0.006973562442957025,1.5097133127601117,0.37966764616148735,3.976407597601751,0.20833333333333334,250,104890.47750709526,1.619590781087028,False,nan,0.9815484211200567,0.013316854587292837,9.465080711083047e-06,0.005949350458666605,3.6441355978129346e-06,3.481659405224491e-13,2212250
125,latin_hypercube,joint,5.0,vd_low_transport,rutherford,30.0,10.0,1112520944.7188535,24.33170651727848,7.158655234882939,7529.685561510739,0.02869934156081333,0.7629191712183623,0.9107443484820597,0.837687516249672,0.20833333333333334,258,9520.125244782728,1.2643456578647132,False,nan,0.9954394903838102,0.16121988500120052,0.0005337529376132116,0.08107966323118367,0.00021824721589727903,4.618527782440651e-14,1362028
126,latin_hypercube,joint,6.0,vd_low_transport,rutherford,30.0,10.0,610321080.66264,24.024788870124688,9.189414448802559,16842.282649190827,0.0061855523457104294,0.6003863262157573,0.28378581021381716,2.11563194707797,0.20833333333333334,247,21698.196627164205,1.2883168558037872,False,nan,0.9896781225473972,0.08887435017033138,7.409048940592499e-06,0.0432020175533591,2.845142431266214e-06,4.156675004196586e-13,3209276
127,latin_hypercube,joint,7.0,vd_low_transport,rutherford,30.0,10.0,784383391.5651248,25.83955421998221,4.232263169406632,506.4357934848854,0.009382083724801586,1.737065722984784,0.7984398923090933,2.1755748174871106,0.20833333333333334,251,526.7088119558757,1.0400307773103628,False,nan,0.9990085992362194,4.786628950995258,0.00012133694631442334,3.293197476000352,4.830751545860121e-05,1.6298074001497298e-13,1233856
128,latin_hypercube,joint,8.0,vd_low_transport,rutherford,30.0,10.0,126280982.26141337,18.32503838763387,5.564818616033557,11603.124130739936,0.05648141794265815,0.7908913484252418,2.643698743283036,0.29916092006878425,0.20833333333333334,218,16214.70293772974,1.3974428572019182,False,nan,0.9948404235327318,0.9298404904760886,0.025246753284167714,0.5325659820422737,0.011564031338617659,1.021405182655144e-14,89208
129,latin_hypercube,joint,9.0,vd_low_transport,rutherford,30.0,10.0,115308552.65046664,20.485726129285297,8.115140315586997,32729.05742804086,0.02289116630897121,1.3362000104325467,0.8617310602248515,1.5505998009215218,0.20833333333333334,216,52310.46545309299,1.5982881746015583,False,nan,0.9903968006499757,0.21548404317587852,0.0008734188408646623,0.1103591260194204,0.00036088861361591564,1.7763568394002505e-14,236659
130,latin_hypercube,joint,10.0,vd_low_transport,rutherford,30.0,10.0,2286887832.3124833,29.348556121200808,4.094957314804988,85823.71165173,0.016472245098852506,1.0380407214356973,0.9429440793324833,1.100850775976592,0.20833333333333334,271,182187.81040689882,2.1228143936050143,False,nan,0.9779519519451844,0.0010161854599306083,5.717085612173116e-05,0.0004213083775134033,2.2505990564181592e-05,4.3787196091216174e-13,6860087
131,latin_hypercube,joint,11.0,vd_low_transport,rutherford,30.0,10.0,659437543.7726965,24.83430414288211,7.376089219015792,43238.11171977849,0.04826468481077741,0.7864664338252743,1.2001805053429817,0.6552901253803666,0.20833333333333334,248,95419.89853995833,2.2068470325060523,False,nan,0.9876784355412057,0.017601394592116307,0.0004322396456704956,0.007946462961386363,0.0001759957693135992,6.306066779870889e-14,1407651
132,latin_hypercube,joint,12.0,vd_low_transport,rutherford,30.0,10.0,285828546.0824566,15.58275316678461,10.851781587971237,968.9574131258253,0.020135855710255595,1.1882620258415684,0.8378484383748476,1.4182302805820213,0.20833333333333334,233,1011.7003033489289,1.0441122485303214,False,nan,0.9978421742944165,5.4909276334998385,0.0002568494467306907,3.852134058188043,0.00010356410192186903,2.6645352591003757e-14,418584
133,latin_hypercube,joint,13.0,vd_low_transport,rutherford,30.0,10.0,139038378.77136952,20.04334442699453,11.708644023614351,4056.940715529643,0.021867841563900325,0.3873209729917774,0.5597055942612866,0.692008400421606,0.20833333333333334,219,4424.482933426285,1.090595905552605,False,nan,0.993864712913398,2.0959691425413576,0.00035325591753602786,1.301852666808477,0.00014327692074152555,1.9539925233402755e-14,378212
134,latin_hypercube,joint,14.0,vd_low_transport,rutherford,30.0,10.0,1685575835.6354733,19.69163121605412,11.958058418989342,14601.121207368024,0.016081511206882962,0.8352874155549519,0.4671677605708348,1.7879817188889697,0.20833333333333334,266,21468.12447215362,1.4703065721638122,False,nan,0.9934041502409484,0.05231445847727003,6.469558356259201e-06,0.024755150179292286,2.480892114674851e-06,3.1867841698840493e-12,4934131
135,latin_hypercube,joint,15.0,vd_low_transport,rutherford,30.0,10.0,7783087575.6987295,15.009882555147295,6.26923464594924,3430.6473624694436,0.012632799433078205,0.4814340942588141,1.304757381299564,0.36898361424044696,0.20833333333333334,294,3786.1365978688355,1.103621619432055,False,nan,0.9954527331385312,0.15155596017457315,4.2451912532710613e-05,0.07593566049411288,1.6643208542925177e-05,1.2287948436551233e-12,5949578
136,latin_hypercube,joint,16.0,vd_low_transport,rutherford,30.0,10.0,388320619.39336437,15.455510237326767,11.854709970124446,1337.2750484438643,0.025400876587149367,1.6738630577134983,0.8743778373604225,1.9143475351188761,0.20833333333333334,238,1417.4952876431537,1.0599878381733352,False,nan,0.9981372117585345,3.9246264542808067,0.00022580082589031606,2.628704276708014,9.083657583361313e-05,8.615330671091215e-14,448116
137,latin_hypercube,joint,17.0,vd_low_transport,rutherford,30.0,10.0,163503331.4899607,25.308722366264114,6.8592726150509815,293.92652744025844,0.01354356357700714,0.8785650327721526,0.5796491604621876,1.5156841287782115,0.20833333333333334,222,299.1274889149811,1.0176947671923888,False,nan,0.998276935916721,8.401616458538138,0.0002306351832201893,6.2973525268284645,9.281603138843348e-05,1.9984014443252818e-14,532577
138,latin_hypercube,joint,18.0,vd_low_transport,rutherford,30.0,10.0,2004930182.3865616,15.853802645575877,8.292516089361232,146.39342015688308,0.041343284827335354,1.2489798726193673,1.7835109882363613,0.7002927825269137,0.20833333333333334,269,148.71218425855136,1.015839264491419,False,nan,0.9991580168376321,9.042889652847471,0.0008836397189803843,6.862946169520823,0.00036520602198426367,6.750155989720952e-14,930540
139,latin_hypercube,joint,19.0,vd_low_transport,rutherford,30.0,10.0,408473614.5078378,19.29668561214001,6.134604603060684,304.081340880897,0.014963468791500213,1.4882874946604037,1.0320483290088542,1.4420715123774357,0.20833333333333334,239,310.81611996997685,1.02214795248393,False,nan,0.9988448869260481,9.26948907788226,0.00036439566794396023,7.06498984984772,0.00014788237329576323,7.949196856316121e-14,493067
140,latin_hypercube,joint,20.0,vd_low_transport,rutherford,30.0,10.0,1162506790.8874602,27.392214220837616,4.323327639951704,3913.0609617437426,0.010360290593146646,1.1386198853022957,0.756475372150307,1.505164513242156,0.20833333333333334,259,4683.395718675553,1.1968624471898166,False,nan,0.9974378373916271,0.3388086650397882,0.00013195214489259522,0.17894114620777857,5.2604304213608256e-05,1.6564527527407336e-13,2041388
141,latin_hypercube,joint,21.0,vd_low_transport,rutherford,30.0,10.0,455430258.6423375,16.446523749659303,4.954890829877653,445.45692978508737,0.009107224000333734,1.23039641387365,1.2550741540844876,0.9803376237726458,0.20833333333333334,241,459.9334384191129,1.0324981107399311,False,nan,0.9987022492062148,8.986990860610458,0.0004014646821936983,6.813279177844471,0.0001632297657501758,3.907985046680551e-14,478122
142,latin_hypercube,joint,22.0,vd_low_transport,rutherford,30.0,10.0,260034864.72532034,21.40871415993874,8.436513853525078,1781.2052883700571,0.012071322915129582,1.6289804036334465,0.5395360661195624,3.0192243038530457,0.20833333333333334,231,1958.2988615486543,1.0994234490178567,False,nan,0.9983555958153105,3.1182207816143026,9.633688261246678e-05,2.028487338220462,3.8216406309737836e-05,7.460698725481052e-14,669069
143,latin_hypercube,joint,23.0,vd_low_transport,rutherford,30.0,10.0,166166440.9218692,17.878873841943573,9.522832028072857,54895.50486335944,0.0064475691900350565,0.9253910228726866,0.3642366327774715,2.5406313906872997,0.20833333333333334,223,65274.84666225994,1.1890745303233068,False,nan,0.9662451091754103,0.08488801929972967,7.67054057418667e-05,0.04116337003373722,3.03244930206129e-05,6.394884621840902e-14,538609
144,latin_hypercube,joint,24.0,vd_low_transport,rutherford,30.0,10.0,1643570456.7093604,16.15437838845606,6.749358707853569,9184.125791299366,0.05301215035601854,0.2960975917338474,2.526478849307559,0.11719773225689181,0.20833333333333334,265,10955.774725841311,1.192903382945857,False,nan,0.9920566451483328,0.14701982755119172,0.0021394074258384477,0.07352919247193813,0.0009032071845502424,9.325873406851315e-14,817510
145,latin_hypercube,joint,25.0,vd_low_transport,rutherford,30.0,10.0,122234018.2667716,28.67537452100666,8.931642660774033,28295.14547636729,0.034913036751583734,1.3877187029174964,0.6209276647185491,2.2349120223955787,0.20833333333333334,217,61617.16378600778,2.1776584904810528,False,nan,0.9925828931029915,0.15493882105613518,0.000379312482757345,0.07773369227515471,0.0001540542485919747,2.398081733190338e-14,464964
146,latin_hypercube,joint,26.0,vd_low_transport,rutherford,30.0,10.0,233775740.1588977,25.026098232624705,11.35087585002423,1538.221683445229,0.04293480658702652,0.6895053301280789,0.6501857299093641,1.060474412786937,0.20833333333333334,229,1635.3693548045633,1.0631558327417072,False,nan,0.9970891880873141,2.7871985619525597,0.00018493086113431688,1.7887008306719077,7.413840906943731e-05,5.1514348342607263e-14,748456
