formation_redshift,observation_redshift,available_time_myr,seed_mass_msun,target_mass_msun,required_eddington_activity,sub_eddington_feasible
15.0,4.0,1267.6295107291294,1.0,100000.0,0.4546072890641482,True
15.0,4.0,1267.6295107291294,1.0,1000000.0,0.5455287468769779,True
15.0,4.0,1267.6295107291294,1.0,10000000.0,0.6364502046898075,True
15.0,4.0,1267.6295107291294,10.0,100000.0,0.3636858312513186,True
15.0,4.0,1267.6295107291294,10.0,1000000.0,0.4546072890641482,True
15.0,4.0,1267.6295107291294,10.0,10000000.0,0.5455287468769779,True
15.0,4.0,1267.6295107291294,100.0,100000.0,0.27276437343848897,True
15.0,4.0,1267.6295107291294,100.0,1000000.0,0.3636858312513186,True
15.0,4.0,1267.6295107291294,100.0,10000000.0,0.4546072890641482,True
15.0,4.0,1267.6295107291294,1000.0,100000.0,0.1818429156256593,True
15.0,4.0,1267.6295107291294,1000.0,1000000.0,0.27276437343848897,True
15.0,4.0,1267.6295107291294,1000.0,10000000.0,0.3636858312513186,True
15.0,4.0,1267.6295107291294,100000.0,100000.0,0.0,True
15.0,4.0,1267.6295107291294,100000.0,1000000.0,0.09092145781282965,True
15.0,4.0,1267.6295107291294,100000.0,10000000.0,0.1818429156256593,True
10.0,8.0,165.70434261312272,1.0,100000.0,3.4777218648743182,False
10.0,8.0,165.70434261312272,1.0,1000000.0,4.173266237849182,False
10.0,8.0,165.70434261312272,1.0,10000000.0,4.868810610824045,False
10.0,8.0,165.70434261312272,10.0,100000.0,2.782177491899455,False
10.0,8.0,165.70434261312272,10.0,1000000.0,3.4777218648743182,False
10.0,8.0,165.70434261312272,10.0,10000000.0,4.173266237849182,False
10.0,8.0,165.70434261312272,100.0,100000.0,2.086633118924591,False
10.0,8.0,165.70434261312272,100.0,1000000.0,2.782177491899455,False
10.0,8.0,165.70434261312272,100.0,10000000.0,3.4777218648743182,False
10.0,8.0,165.70434261312272,1000.0,100000.0,1.3910887459497274,False
10.0,8.0,165.70434261312272,1000.0,1000000.0,2.086633118924591,False
10.0,8.0,165.70434261312272,1000.0,10000000.0,2.782177491899455,False
10.0,8.0,165.70434261312272,100000.0,100000.0,0.0,True
10.0,8.0,165.70434261312272,100000.0,1000000.0,0.6955443729748637,True
10.0,8.0,165.70434261312272,100000.0,10000000.0,1.3910887459497274,False
10.0,6.0,457.26217060290134,1.0,100000.0,1.2602696056191656,False
