task_id,gas_density_msun_pc3,gas_sound_speed_km_s,initial_bondi_to_eddington_ratio,final_bondi_to_eddington_ratio,analytic_critical_black_hole_mass_msun,bondi_limited_sample_fraction,transition_time_myr,transition_black_hole_mass_msun,transition_mass_relative_error,final_black_hole_mass_msun,dark_matter_accreted_msun,baryon_accreted_onto_bh_msun,dark_fraction_of_black_hole_growth,mass_budget_residual_code
0,30.0,5.0,0.2570446228119559,3.6253104110331202,389.0375099313251,0.29411764705882354,1.05,393.10138143297416,0.010445963172976469,1410.3817350364332,1292.3526238464622,18.029111189995888,0.98624132898993,3.2507330161024584e-13
1,300.0,5.0,2.570446228119559,36.43810323347619,38.90375099313251,0.0,0.65,223.46841232748378,4.74413537571047,1417.578894857214,1297.7792136138316,19.79968124342655,0.9849726788121268,3.801403636316536e-13
2,3000.0,5.0,25.704462281195596,364.381032334762,3.8903750993132498,0.0,0.65,223.46841232748378,56.44135375710472,1417.578894857214,1297.7792136138316,19.79968124342655,0.9849726788121268,3.801403636316536e-13
3,30.0,10.0,0.032130577851494486,0.44481051033636165,3112.3000794506006,1.0,nan,nan,nan,1384.38378666032,1279.6734088654978,4.710377794811899,0.9963325776580609,1.509903313490213e-13
4,300.0,10.0,0.32130577851494485,4.5378212029493,311.2300079450601,0.17647058823529413,0.89,313.6744827140838,0.007854238687213043,1412.3061290471726,1293.7331044974105,18.57302454983863,0.9858470336008813,3.6148861681795097e-13
5,3000.0,10.0,3.2130577851494495,45.54762904184525,31.123000794505998,0.0,0.65,223.46841232748378,6.180169219638089,1417.578894857214,1297.7792136138316,19.79968124342655,0.9849726788121268,3.801403636316536e-13
6,30.0,30.0,0.0011900214019072034,0.01638856341861384,84032.10214516621,1.0,nan,nan,nan,1377.165435205492,1276.9921687912768,0.17326641410105484,0.9998643351836504,1.3145040611561853e-13
7,300.0,30.0,0.011900214019072031,0.16418190508700053,8403.210214516623,1.0,nan,nan,nan,1379.6550618658812,1277.9182878204729,1.7367740454312208,0.9986427795292929,1.3145040611561853e-13
8,3000.0,30.0,0.11900214019072035,1.6678712201274661,840.321021451662,0.7058823529411765,1.61,850.8756292322412,0.012560209147625541,1401.547247347342,1286.775649373542,14.771597973736046,0.9886507401065111,2.957634137601417e-13
